nm	nmqm	wfl	rooms	bj	bez	wohngut	wohnbest	ww0	zh0	badkach0	badextra	kueche
938.73	12.86	73	3	1988	10	0	0	0	0	0	0	0
560.9	7.79	72	3	1957	2	1	0	0	0	0	0	0
807.29	12.05	67	3	1972	2	1	0	0	0	0	0	1
291.33	7.67	38	1	1972	19	0	0	0	0	0	0	0
1034.33	10.34	100	3	1973	19	1	0	0	0	0	1	0
567.55	8.73	65	2	1991	18	0	0	0	0	0	0	1
696.39	9.41	74	3	1994	5	0	0	0	0	0	0	0
588.82	9.5	62	3	1966	19	0	0	0	0	0	0	0
764.61	8.89	86	3	1918	8	0	0	0	0	0	0	0
690	9.08	76	3	1918	8	0	0	0	0	0	0	0
655.76	7.9	83	5	1960	8	0	0	0	0	0	0	0
380.25	11.18	34	2	1960	2	1	0	0	0	0	0	0
498.51	8.75	57	3	1966	6	0	0	0	0	1	0	0
959.56	9.41	102	3	1918	21	0	0	0	0	0	1	0
400.05	7.02	57	3	1918	6	0	0	1	0	0	0	0
1140	8.84	129	4	1918	2	1	0	0	0	0	0	0
522.96	5.03	104	3	1918	2	1	0	0	0	1	0	0
306.78	8.77	35	1	1957	2	1	0	0	0	1	0	0
112.08	2.16	52	2	1918	6	0	0	0	1	0	0	0
700.38	7.78	90	4	1948	17	0	0	0	0	0	0	0
491.12	8.77	56	2	1967	25	0	0	0	0	0	0	0
521.48	10.23	51	2	1983	20	1	0	0	0	0	0	0
466.81	10.15	46	2	1957	25	0	0	0	0	0	0	0
649.35	9.28	70	3	1957	3	1	0	0	0	0	0	0
383.48	10.96	35	1	1960	4	1	0	0	0	0	0	0
766.95	9.96	77	3	1983	17	0	0	0	0	0	0	1
559.51	9.65	58	2	1998.5	6	0	0	0	0	0	0	0
396.26	12.38	32	1	1969	12	1	0	0	0	0	0	0
613.53	10.23	60	3	1957	25	0	0	0	0	1	0	0
685.14	10.23	67	2	1918	2	1	0	0	0	0	0	0
574.96	11.5	50	2	2000	2	1	0	0	0	0	0	0
838.53	8.22	102	4	1980	16	0	0	0	0	0	0	0
912.72	12.01	76	3	1918	3	1	0	0	0	0	0	0
301.97	10.07	30	1	1957	4	1	0	0	0	0	0	0
706.89	10.88	65	2	1957	3	1	0	0	1	1	0	0
613.56	7.97	77	3	1967	25	0	0	0	0	0	0	0
353.41	12.19	29	1	1966	25	1	0	0	0	0	0	0
295.19	7.38	40	1	1967	25	0	0	0	0	0	0	0
335.48	11.98	28	1	1967	25	0	0	0	0	0	0	0
519.82	8.12	64	3	1966	25	0	0	0	0	0	0	0
772.69	6.44	120	5	1966	6	0	0	0	0	0	0	0
419.01	9.98	42	2	1948	20	1	0	0	0	0	0	0
448.34	8.97	50	2	1982	7	0	0	0	0	0	0	0
325.84	8.15	40	1	1973	7	1	0	0	0	0	0	0
339.09	7.89	43	1	1976	20	0	0	0	0	0	0	0
819.74	9.01	91	3	1998.5	20	1	0	0	0	0	1	1
779.37	7.22	108	6	1948	20	1	0	0	0	0	0	0
574.65	7.77	74	3	1966	20	1	0	0	0	0	0	0
775.54	9.69	80	3	1957.5	20	1	0	0	0	0	0	0
627.11	8.36	75	3	1948	7	1	0	0	0	0	0	0
650.89	11.22	58	2	1992	7	0	0	0	0	0	0	0
961.23	11.31	85	4	1924	16	1	0	0	0	0	0	1
605.58	9.77	62	2	1973	16	0	0	0	0	0	0	0
592.67	8.72	68	3	1971	16	1	0	0	0	0	1	0
691.01	9.34	74	3	1948	9	1	0	0	0	0	0	1
970.05	10.78	90	3	1960	9	1	0	0	0	0	0	0
383.94	8.17	47	2	1918	25	0	0	0	0	0	0	0
434.37	11.74	37	1	1992	6	0	0	0	0	0	0	0
534.3	9.37	57	2	1981	20	0	0	0	0	0	0	0
359.75	5.53	65	3	1966	20	0	0	0	0	0	0	0
530.63	7.27	73	3	1966	10	0	0	0	0	0	0	0
664.69	9.11	73	3	1974	25	0	0	0	0	0	0	0
183.09	3.98	46	2	1918	25	0	0	1	1	0	0	0
374.15	10.69	35	1	1967	25	0	0	0	0	1	0	0
568.5	8.01	71	3	1924	25	0	0	0	0	0	0	0
516.41	10.13	51	2	1957	25	0	0	0	0	0	0	0
719.5	8.18	88	4	1918	25	0	0	0	0	1	0	0
362.86	6.26	58	2	1948	25	0	0	0	0	0	0	0
766.95	8.62	89	3	1994	17	1	0	0	0	0	0	1
499.95	6.76	74	2	1984	16	0	0	0	0	1	0	0
657.51	8.12	81	3	1973	16	0	0	0	0	0	1	0
591.62	10.38	57	2	1985	16	0	0	0	0	0	0	0
724.65	10.21	71	2	1957	2	1	0	0	0	0	0	0
781.8	10.29	76	3	1948	17	0	0	0	0	1	0	0
700.48	7.37	95	3	1960	17	1	0	0	0	0	0	0
927.59	7.73	120	4	1948	18	0	1	0	0	0	0	0
1046.87	9.52	110	4	1957	18	1	0	0	0	0	1	0
433.04	6.66	65	3	1957	18	1	0	0	0	1	0	0
346.48	7.07	49	2	1960	18	0	0	0	0	0	0	0
584.79	6.36	92	4	1939	17	0	0	0	0	0	0	0
357.83	10.52	34	1	1987	4	1	0	0	0	0	0	0
766.95	8.52	90	4	1960	4	1	0	0	0	0	0	0
367.01	5.92	62	2	1948	3	1	0	0	0	1	0	0
530.91	5.31	100	4	1918	4	1	0	0	0	0	0	0
667.92	6.96	96	4	1924	4	1	0	0	0	1	0	1
327.23	9.35	35	1	1972	4	0	0	0	0	0	0	0
817.97	8.18	100	4	1960	4	0	0	0	0	0	0	0
702	9.75	72	3	1957	4	1	0	0	0	0	0	0
957.26	13.68	70	2	1957.5	3	1	0	0	0	0	1	0
281.21	5.31	53	2	1918	3	1	0	1	1	0	0	0
178.95	4.16	43	1	1957	4	1	0	0	0	0	0	0
337.46	9.12	37	1	1967	4	1	0	0	0	0	0	0
390.75	13.96	28	1	1975	4	1	0	0	0	0	0	0
493.41	5.03	98	3	1918	4	1	0	0	0	0	0	0
423.01	7.83	54	2	1966	4	1	0	0	0	1	0	0
1278.25	9.61	133	4	1957.5	2	1	0	0	0	0	0	0
521.53	11.59	45	2	1957.5	8	0	0	0	0	0	0	0
361.91	4.83	75	4	1918	8	0	0	0	1	0	0	0
992.72	10.45	95	3	1918	2	1	0	0	0	0	0	0
945.91	8.6	110	3	1918	9	1	0	0	0	0	0	1
583.91	8.72	67	2	1948	9	1	0	0	0	0	0	0
105.9	2.3	46	2	1957	9	1	0	0	0	1	0	0
522.75	8.04	65	3	1960	9	0	0	0	0	0	0	0
1329.38	14.94	89	3	1918	9	1	0	0	0	1	0	1
1022.6	8.18	125	5	1924	9	1	0	0	0	0	0	0
674.63	10.54	64	2	1924	9	1	0	0	0	0	0	0
727.66	9.45	77	3	1957	21	1	0	0	0	0	0	0
601.71	10.56	57	2	1998.5	22	0	0	0	0	1	0	1
601.02	10.02	60	2	1992	15	1	0	0	0	0	0	0
1527.3	8.98	170	5	1918	13	1	0	0	0	0	1	0
524.76	7.5	70	2	1992	15	1	0	0	0	0	0	1
489.44	9.6	51	2	1993	15	1	0	0	0	0	0	0
732.8	7.33	100	4	1977	14	1	0	0	0	0	0	0
949.65	11.87	80	3	2001	15	1	0	0	0	0	0	1
482.83	9.66	50	2	1993	15	1	0	0	0	0	0	0
375.62	6.06	62	2	1969	16	0	0	0	0	1	0	0
621.72	9.14	68	2	1993	16	0	0	0	0	0	0	0
700.99	8.76	80	3	1991	13	0	0	0	0	0	0	0
771.76	12.86	60	2	1989	13	0	0	0	0	0	0	1
693.59	8.67	80	3	1971	15	0	0	0	0	1	0	0
874.32	11.66	75	3	1992	15	1	0	0	0	0	0	1
362	6.14	59	2	1957	3	1	0	1	1	1	0	0
808.25	10.63	76	3	1918	12	1	0	0	0	0	0	0
922.64	6.59	140	5	1924	4	1	0	0	1	0	0	0
704.44	8	88	4	1984	20	0	0	0	0	0	0	0
486.1	6.94	70	2	1966	6	0	0	0	0	1	0	0
608.44	10.31	59	2	1998	7	0	0	0	0	0	0	0
692.81	12.6	55	2	1957	6	0	0	0	0	0	0	0
512.37	8.99	57	2	1993	7	0	0	0	0	0	0	0
639.13	8.76	73	3	1957.5	7	0	0	0	0	1	0	0
1022.16	11.11	92	4	1992	7	0	0	0	0	0	0	1
421.73	7.53	56	3	1960	7	0	0	0	0	0	0	0
398.88	4.81	83	2	1948	7	0	0	0	0	0	0	0
399.43	5.4	74	3	1924	6	0	0	0	0	0	0	0
390.52	6.01	65	2	1957	2	0	0	0	1	0	0	0
611.82	9.41	65	3	1957	2	0	0	0	0	0	0	0
787.4	11.41	69	3	1993	2	0	0	0	0	1	0	1
629.7	12.35	51	2	1983	2	0	0	0	0	0	0	0
811.93	7.96	102	3	1980	3	1	0	0	0	0	0	0
765.87	7.82	98	4	1966	7	0	0	0	0	0	0	0
391.14	12.22	32	1	1957	5	1	0	0	0	1	0	0
772.48	9.66	80	3	1989	16	0	0	0	0	0	0	0
403.04	10.89	37	1	1957	17	0	0	0	0	0	0	0
569.08	7.69	74	3	1971	17	0	0	0	0	0	0	0
606.35	7.87	77	4	1960	19	0	0	0	0	0	0	0
591.71	10.57	56	2	1995	19	1	0	0	0	0	0	0
917.02	8.99	102	5	1918	5	1	0	0	0	0	1	0
483.18	7	69	3	1971	19	0	0	0	0	0	0	0
421.61	7.4	57	1	1975	14	0	0	0	0	0	0	0
590.96	6.87	86	3	1972	19	0	0	0	0	0	0	0
458.35	8.04	57	2	1971	18	1	0	0	0	0	0	0
505.72	8.87	57	2	1918	18	0	0	0	0	0	0	0
613.56	10.96	56	2	1918	6	0	0	0	0	0	0	0
559.37	8.35	67	2	1990	10	0	0	0	0	0	0	0
338.95	9.42	36	1	1960	19	0	0	0	0	0	0	0
455.06	8.13	56	2	1973	19	0	0	0	0	0	0	0
251.15	7.61	33	1	1972	9	0	0	0	0	0	0	0
673.96	8.32	81	3	1981	20	0	0	0	0	0	0	0
764.94	11.42	67	2	1993	20	1	0	0	0	0	0	0
914.73	7.38	124	4	1971	20	1	0	0	0	0	1	0
464.6	6.45	72	3	1957.5	5	0	0	0	0	0	0	0
455.28	7.11	64	3	1957	5	1	0	0	0	0	0	0
409.42	5.12	80	3	1918	5	0	0	1	1	1	0	0
483.19	13.06	37	1	1918	5	1	0	0	0	0	0	1
663.85	5.53	120	2	1918	5	1	0	0	0	0	0	0
656.83	6.57	100	3	1918	5	1	0	0	0	0	0	0
269.93	5.19	52	2	1993	4	0	0	0	0	0	0	0
768.54	9.61	80	3	1966	4	0	0	0	0	1	0	0
613.55	8.18	75	3	1966	4	0	0	0	0	0	0	0
314.38	6.29	50	3	1948	4	0	0	0	0	0	0	0
222.42	3.65	61	2	1957	3	1	0	0	1	1	0	0
330.12	5.24	63	3	1918	4	1	0	0	1	0	0	0
492.41	7.03	70	2	1992	15	1	0	0	0	0	0	1
629.49	7.68	82	3	1918	16	1	0	0	0	0	1	0
613.56	8.64	71	3	1989	13	0	0	0	0	0	0	0
537.9	9.12	59	2	1998.5	13	1	0	0	0	0	0	0
530.62	8.84	60	2	1990	13	1	0	0	0	0	0	1
812.96	10.42	78	3	1987	13	0	0	0	0	0	1	1
352.8	5.78	61	2	1918	9	0	0	0	0	0	0	0
373.19	9.33	40	1	1975	5	0	0	0	0	0	0	0
741.38	10.9	68	2	1992	6	0	0	0	0	0	0	0
777.18	10.36	75	3	1918	6	0	0	0	0	0	0	0
745.82	13.08	57	2	1994	20	1	0	0	0	0	0	0
418.63	5.37	78	3	1960	7	0	0	0	0	0	0	0
317	9.91	32	1	1970	7	0	0	0	0	0	0	0
209.3	6.54	32	1	1969	13	0	0	0	0	0	0	0
505.7	7.22	70	2	1980	6	0	0	0	0	0	0	0
1214.8	8.38	145	4	1996	25	0	0	0	0	0	0	1
1278.25	10.56	121	3	1960	12	1	0	0	0	0	0	1
388.59	12.54	31	1	1960	2	1	0	0	0	0	0	0
664.69	8.31	80	3	1918	2	1	0	0	0	0	1	0
386.91	12.9	30	1	1960	2	0	0	0	0	0	0	0
272.62	9.4	29	1	1966	5	0	0	0	0	0	0	0
674.92	12.05	56	2	1957	5	0	0	0	0	0	0	0
441.29	8.83	50	2	1957	3	1	0	0	0	0	0	0
322.51	8.06	40	1	1957	19	0	0	0	0	0	0	0
603.56	13.12	46	2	1918	2	1	0	0	0	0	0	0
396.73	11.02	36	1	1988	24	0	0	0	0	0	0	0
292.64	11.71	25	1	1960	3	1	0	0	0	0	0	0
500.18	5.21	96	4	1973	19	0	0	0	0	0	0	0
1159.36	7.63	152	5	2000	19	1	0	0	0	0	0	0
373.56	8.69	43	2	1957.5	6	0	0	0	0	0	0	0
586.29	7.15	82	3	1918	6	0	0	0	0	1	0	0
633.65	7.37	86	4	1970	6	0	0	0	0	0	0	0
313.66	5.7	55	2	1948	21	1	0	0	0	0	0	0
839.77	9.76	86	3	1918	3	1	0	1	0	0	0	0
1069.68	11.89	90	2	1981	3	1	0	0	0	0	0	0
326.86	7.26	45	2	1924	12	0	0	0	0	0	0	0
783.44	8.8	89	3	1981	12	1	0	0	0	0	0	0
466.36	9.72	48	2	1918	12	1	0	0	0	0	0	0
342.57	10.71	32	1	1972	11	0	0	0	0	0	0	0
697.71	8.72	80	2	1966	11	0	0	0	0	0	0	0
668.24	11.72	57	2	1918	2	1	0	0	0	0	0	0
480.63	8.58	56	1	1918	2	1	0	0	0	0	0	0
511.93	6.83	75	4	1957	3	1	0	0	0	1	0	0
796.61	9.48	84	4	1960	3	1	0	0	0	0	0	0
623.79	12.23	51	2	1960	3	1	0	0	0	1	0	0
534.05	9.89	54	2	1987	2	0	0	0	0	0	0	0
396.87	6.96	57	2	1957	3	1	0	0	0	1	0	0
843.64	9.7	87	3	1918	3	0	0	0	0	0	0	0
624.96	11.36	55	2	1918	5	1	0	0	0	0	0	0
671.34	8.09	83	3	1960	9	1	0	0	0	1	0	0
846.58	9.51	89	4	1918	9	0	1	0	0	0	0	1
420.26	6.78	62	2	1918	2	1	0	1	1	1	0	0
1088.74	12.37	88	3	1960	9	1	0	0	0	0	0	0
447.1	9.12	49	2	1966	8	0	0	0	0	0	0	0
310.4	6.9	45	2	1939	8	0	0	0	0	1	1	0
997.04	11.73	85	3	1995	8	0	0	0	0	0	1	0
613.12	6.59	93	4	1924	18	0	0	0	0	0	0	0
486.26	4.96	98	4	1966	19	0	0	0	0	1	0	0
380.13	5.51	69	3	1960	11	0	0	0	0	1	0	0
383.48	7.99	48	2	1924	12	0	0	0	0	0	0	0
398.81	6.43	62	3	1966	24	0	0	0	0	0	0	0
466.79	8.19	57	2	1988	4	0	0	0	0	0	0	1
1012.58	7.91	128	4	1972	4	0	0	0	0	0	0	0
521.75	7.79	67	3	1960	4	0	0	0	0	1	0	0
483.18	9.12	53	2	1957	2	1	0	0	0	0	0	0
855.03	10.3	83	3	1948	4	1	0	0	0	0	0	0
541.98	10.23	53	2	2001	13	0	0	0	0	0	0	0
218.11	4.54	48	4	1957	25	1	0	0	0	0	0	0
406.93	6.26	65	2	1966	10	0	0	0	0	0	0	0
276.2	8.63	32	1	1973	10	0	0	0	0	0	0	0
813.56	12.91	63	2	1993	3	1	0	0	0	0	0	0
320.08	11.85	27	1	1972	3	1	0	0	0	0	0	0
489.83	7.54	65	3	1924	3	1	0	0	0	0	0	0
626.5	7.37	85	2	1993	20	1	0	0	0	0	0	0
305.31	8.72	35	1	1974	7	0	0	0	0	0	0	0
555.55	7.31	76	3	1974	20	0	0	0	0	1	0	0
289.08	6.88	42	1	1957	17	1	0	0	0	0	0	0
392.94	5.95	66	3	1966	16	0	0	0	0	1	0	0
532.56	10.65	50	2	1918	17	0	0	0	1	1	0	0
988	11.36	87	3	1992	17	1	0	0	0	0	0	0
397.98	4.28	93	4	1957.5	17	0	0	0	0	1	1	0
470.39	9.8	48	2	1983	16	0	0	0	0	0	0	0
505.99	10.12	50	2	1987	16	0	0	0	0	0	0	1
260.15	5	52	2	1948	16	0	0	0	0	0	0	0
802.99	8.54	94	4	1992	19	1	0	0	0	0	0	0
271.16	7.75	35	1	1966	19	0	0	0	0	0	0	0
567.54	8.11	70	3	1973	16	0	0	0	0	0	0	0
323.42	9.24	35	1	1970	21	0	0	0	0	0	0	0
506.19	7.79	65	3	1966	7	0	0	0	0	1	0	0
